name,directory,image,iframe
Geometry Dash,webdash,https://selenite.cc/resources/semag/webdash/gd.webp,https://selenite.cc/resources/semag/webdash/index.html
Boil Noodles at Night,boilnoodles,https://selenite.cc/resources/semag/boilnoodles/boil.webp,https://selenite.cc/resources/semag/boilnoodles/index.html
Brotato Paws and Claws: Abyssal Terrors,brotatodlc,https://selenite.cc/resources/semag/brotatodlc/index.apple-touch-icon.png,https://selenite.cc/resources/semag/brotatodlc/index.html
Cheese Rolling,cheeserolling,https://selenite.cc/resources/semag/cheeserolling/chese.webp,https://selenite.cc/resources/semag/cheeserolling/index.html
Chessformer,chessformers,https://selenite.cc/resources/semag/chessformers/favicon.png,https://selenite.cc/resources/semag/chessformers/index.html
Gambler's Table,flip-coin,https://selenite.cc/resources/semag/flip-coin/index.icon.png,https://selenite.cc/resources/semag/flip-coin/index.html
Helltaker,helltaker,https://selenite.cc/resources/semag/helltaker/helltaker.webp,https://selenite.cc/resources/semag/helltaker/index.html
LORED,lored,https://selenite.cc/resources/semag/lored/index.icon.png,https://selenite.cc/resources/semag/lored/index.html
reincarnage,reincarnage,https://selenite.cc/resources/semag/reincarnage/index.icon.png,https://selenite.cc/resources/semag/reincarnage/index.html
Stardew Valley,stardewvalley,https://selenite.cc/resources/semag/stardewvalley/star.webp,https://selenite.cc/resources/semag/stardewvalley/index.html
upstream,upstream,https://selenite.cc/resources/semag/upstream/UpstreamGame.apple-touch-icon.png,https://selenite.cc/resources/semag/upstream/index.html
Cut The Rope Time Travel,ctrtimetravel,https://selenite.cc/resources/semag/ctrtimetravel/ttsplash.webp,https://selenite.cc/resources/semag/ctrtimetravel/index.html
Cut The Rope Experiments,ctrexperiments,https://selenite.cc/resources/semag/ctrexperiments/ctrex.webp,https://selenite.cc/resources/semag/ctrexperiments/index.html
Clover Pit,cloverpit,https://selenite.cc/resources/semag/cloverpit/cloverpit.webp,https://selenite.cc/resources/semag/cloverpit/index.html
Bad Parenting,badparenting,https://selenite.cc/resources/semag/badparenting/badparenting.webp,https://selenite.cc/resources/semag/badparenting/index.html
Bart Bash,bartbash,https://selenite.cc/resources/semag/bartbash/bartbash.webp,https://selenite.cc/resources/semag/bartbash/index.html
Escape Road 2,escaperoad2,https://selenite.cc/resources/semag/escaperoad2/escaperoad2.webp,https://selenite.cc/resources/semag/escaperoad2/index.html
Escape Road City 2,escaperoadcity2,https://selenite.cc/resources/semag/escaperoadcity2/escaperoadcity2.webp,https://selenite.cc/resources/semag/escaperoadcity2/index.html
Bee Swarm Simulator,bss,https://selenite.cc/resources/semag/bss/bss.webp,https://selenite.cc/resources/semag/bss/index.html
Evolve,evolve,https://selenite.cc/resources/semag/evolve/evolved-light.ico,https://selenite.cc/resources/semag/evolve/index.html
Space Waves,spacewaves,https://selenite.cc/resources/semag/spacewaves/logo.png,https://selenite.cc/resources/semag/spacewaves/index.html
Shift at Midnight,shiftatmidnight,https://selenite.cc/resources/semag/shiftatmidnight/shiftatmidnight.jpeg,https://selenite.cc/resources/semag/shiftatmidnight/index.html
Flying Gorilla,flyinggorilla,https://selenite.cc/resources/semag/flyinggorilla/favicon.png,https://selenite.cc/resources/semag/flyinggorilla/index.html
Your Only Move Is Hustle,yomihustle,https://selenite.cc/resources/semag/yomihustle/cover.webp,https://selenite.cc/resources/semag/yomihustle/index.html
Hollow Knight: Silksong,silksong,https://selenite.cc/resources/semag/silksong/silksong.webp,https://selenite.cc/resources/semag/silksong/index.html
Tung Tung Horror,tungtunghorror,https://selenite.cc/resources/semag/tungtunghorror/tung-sahur-horror_4821.png,https://selenite.cc/resources/semag/tungtunghorror/index.html
Hatsune Miku: Project DIVA,hatsunemikuprojectdiva,https://selenite.cc/resources/semag/hatsunemikuprojectdiva/miku.webp,https://selenite.cc/resources/semag/hatsunemikuprojectdiva/index.html
Pokemon Scarlet and Violet GBA,pokemonsavgba,https://selenite.cc/resources/semag/pokemonsavgba/pokemon.jpg,https://selenite.cc/resources/semag/pokemonsavgba/index.html
Deadplate,deadplate,https://selenite.cc/resources/semag/deadplate/favicon.png,https://selenite.cc/resources/semag/deadplate/index.html
Dumb Ways to Die 3,dwtd3,https://selenite.cc/resources/semag/dwtd3/dwtd3.webp,https://selenite.cc/resources/semag/dwtd3/index.html
Dumb Ways to Die 2,dwtd2,https://selenite.cc/resources/semag/dwtd2/dumb-ways-to-die-2-the-games.webp,https://selenite.cc/resources/semag/dwtd2/index.html
Dumb Ways to Die 1,dwtd1,https://selenite.cc/resources/semag/dwtd1/dwtd.webp,https://selenite.cc/resources/semag/dwtd1/index.html
Goober Dash,gooberdash,https://selenite.cc/resources/semag/gooberdash/favicon.png,https://selenite.cc/resources/semag/gooberdash/index.html
1 Date Danger,1datedanger,https://selenite.cc/resources/semag/1datedanger/1date.webp,https://selenite.cc/resources/semag/1datedanger/index.html
20 Minutes Till Dawn,20minutes,https://selenite.cc/resources/semag/20minutes/icon.png,https://selenite.cc/resources/semag/20minutes/index.html
Escape Road,escaperoad,https://selenite.cc/resources/semag/escaperoad/az_logo.png,https://selenite.cc/resources/semag/escaperoad/index.html
Granny,granny,https://selenite.cc/resources/semag/granny/90.webp,https://selenite.cc/resources/semag/granny/index.html
The Freak Circus,freakcircus,https://selenite.cc/resources/semag/freakcircus/the-freak-circus-1.png,https://selenite.cc/resources/semag/freakcircus/index.html
Five Nights at Winstons,fnaw,https://selenite.cc/resources/semag/fnaw/favicon.ico,https://selenite.cc/resources/semag/fnaw/index.html
UNTITLED GOOSE GAME,untitledgoosegame,https://selenite.cc/resources/semag/untitledgoosegame/goose.png,https://selenite.cc/resources/semag/untitledgoosegame/index.html
Five Nights at Epsteins,fnae,https://selenite.cc/resources/semag/fnae/image.jpg,https://selenite.cc/resources/semag/fnae/index.html
Danganronpa: Trigger Happy Havoc,danganronpa,https://selenite.cc/resources/semag/danganronpa/image.webp,https://selenite.cc/resources/semag/danganronpa/index.html
In Stars and Time,in-stars-and-time,https://selenite.cc/resources/semag/in-stars-and-time/image.webp,https://selenite.cc/resources/semag/in-stars-and-time/index.html
Iron Lung,iron-lung,https://selenite.cc/resources/semag/iron-lung/image.webp,https://selenite.cc/resources/semag/iron-lung/index.html
Anton Blast,antonblast,https://selenite.cc/resources/semag/antonblast/image.webp,https://selenite.cc/resources/semag/antonblast/index.html
Jumbo Mario,jumbo-mario,https://selenite.cc/resources/semag/jumbo-mario/image.jpg,https://selenite.cc/resources/semag/jumbo-mario/index.html
Peaks of Yore,peaks-of-yore,https://selenite.cc/resources/semag/peaks-of-yore/splash.png,https://selenite.cc/resources/semag/peaks-of-yore/index.html
Bacon May Die,baconmaydie,https://selenite.cc/resources/semag/baconmaydie/splash.png,https://selenite.cc/resources/semag/baconmaydie/index.html
Elevator Hitch,elevatorhitch,https://selenite.cc/resources/semag/elevatorhitch/icon/icon.png,https://selenite.cc/resources/semag/elevatorhitch/index.html
Level Devil,leveldevil,https://selenite.cc/resources/semag/leveldevil/favicon.png,https://selenite.cc/resources/semag/leveldevil/index.html
Super Liquid Soccer,superliquidsoccer,https://selenite.cc/resources/semag/superliquidsoccer/index.144x144.png,https://selenite.cc/resources/semag/superliquidsoccer/index.html
ABANDONED,abandoned,https://selenite.cc/resources/semag/abandoned/abandoned.webp,https://selenite.cc/resources/semag/abandoned/index.html
GTA: Vice City,gtavc,https://selenite.cc/resources/semag/gtavc/256x256.png,https://selenite.cc/resources/semag/gtavc/index.html
Gorilla Tag,gorillatag,https://selenite.cc/resources/semag/gorillatag/TemplateData/logo.png,https://selenite.cc/resources/semag/gorillatag/index.html
NEEDY STREAMER OVERLOAD,nso_fix,https://selenite.cc/resources/semag/nso_fix/TemplateData/logo.png,https://selenite.cc/resources/semag/nso_fix/index.html
The Kid at the Back,tkatb,https://selenite.cc/resources/semag/tkatb/web-presplash.jpg,https://selenite.cc/resources/semag/tkatb/index.html
osu!mania,osumaniaweb,https://selenite.cc/resources/semag/osumaniaweb/favicon.ico,https://selenite.cc/resources/semag/osumaniaweb/index.html
osu!,webosu,https://selenite.cc/resources/semag/webosu/app.ico,https://selenite.cc/resources/semag/webosu/index.html
Terraria,terraria,https://selenite.cc/resources/semag/terraria/app.ico,https://selenite.cc/resources/semag/terraria/index.html
Ace Attorney Investigations,aceattorneyinvestigations,https://selenite.cc/resources/semag/aceattorneyinvestigations/logo.png,https://selenite.cc/resources/semag/aceattorneyinvestigations/index.html
Ace Attorney: Trials and Tribulations,aceattorneytnt,https://selenite.cc/resources/semag/aceattorneytnt/logo.png,https://selenite.cc/resources/semag/aceattorneytnt/index.html
Ace Attorney: Justice for All,aceattorneyjusticeforall,https://selenite.cc/resources/semag/aceattorneyjusticeforall/logo.png,https://selenite.cc/resources/semag/aceattorneyjusticeforall/index.html
Ace Attorney: Apollo Justice,aceattorneyapollojustice,https://selenite.cc/resources/semag/aceattorneyapollojustice/logo.png,https://selenite.cc/resources/semag/aceattorneyapollojustice/index.html
Deltatraveler,deltatraveler,https://selenite.cc/resources/semag/deltatraveler/logo.jpg,https://selenite.cc/resources/semag/deltatraveler/index.html
Apes VS Helium,apesvshelium,https://selenite.cc/resources/semag/apesvshelium/apesvshelium.webp,https://selenite.cc/resources/semag/apesvshelium/index.html
RE:RUN,rerun,https://selenite.cc/resources/semag/rerun/logo.jpg,https://selenite.cc/resources/semag/rerun/index.html
Raft,raft,https://selenite.cc/resources/semag/raft/raft.webp,https://selenite.cc/resources/semag/raft/index.html
Solar Smash,solar-smash,https://selenite.cc/resources/semag/solar-smash/logo.jpg,https://selenite.cc/resources/semag/solar-smash/index.html
Pizza Tower: Scoutdingo,pizzatowerscoutdingo,https://selenite.cc/resources/semag/pizzatowerscoutdingo/favicon.png,https://selenite.cc/resources/semag/pizzatowerscoutdingo/index.html
Oneshot,oneshot,https://selenite.cc/resources/semag/oneshot/images/load/niko-oneshot.gif,https://selenite.cc/resources/semag/oneshot/index.html
Duck Life 8,ducklife8,https://selenite.cc/resources/semag/ducklife8/logo.jpg,https://selenite.cc/resources/semag/ducklife8/index.html
Customer Support,customersupport,https://selenite.cc/resources/semag/customersupport/cus.jpg,https://selenite.cc/resources/semag/customersupport/index.html
Celeste,celestefull,https://selenite.cc/resources/semag/celestefull/logo.jpg,https://selenite.cc/resources/semag/celestefull/index.html
Baldurs Gate 2,baldurs-gate-2,https://selenite.cc/resources/semag/baldurs-gate-2/baldursgate2.webp,https://selenite.cc/resources/semag/baldurs-gate-2/index.html
Block Blast,blockblast,https://selenite.cc/resources/semag/blockblast/blockblast.webp,https://selenite.cc/resources/semag/blockblast/index.html
Fears to Fathom: Home Alone,fearstofathom,https://selenite.cc/resources/semag/fearstofathom/logo.jpg,https://selenite.cc/resources/semag/fearstofathom/index.html
Famidash D-Sides (Geometry Dash),famidashdsides,https://selenite.cc/resources/semag/famidashdsides/logo.jpg,https://selenite.cc/resources/semag/famidashdsides/index.html
Famidash C-Sides (Geometry Dash),famidashcsides,https://selenite.cc/resources/semag/famidashcsides/logo.jpg,https://selenite.cc/resources/semag/famidashcsides/index.html
Famidash B-Sides (Geometry Dash),famidashbsides,https://selenite.cc/resources/semag/famidashbsides/logo.jpg,https://selenite.cc/resources/semag/famidashbsides/index.html
Famidash (Geometry Dash),famidash,https://selenite.cc/resources/semag/famidash/logo.jpg,https://selenite.cc/resources/semag/famidash/index.html
Portal,portal,https://selenite.cc/resources/semag/portal/portal.jpeg,https://selenite.cc/resources/semag/portal/index.html
Granny 3,granny3,https://selenite.cc/resources/semag/granny3/logo.jpg,https://selenite.cc/resources/semag/granny3/index.html
Granny 2,granny2,https://selenite.cc/resources/semag/granny2/logo.jpg,https://selenite.cc/resources/semag/granny2/index.html
Granny,granny1,https://selenite.cc/resources/semag/granny1/logo.jpg,https://selenite.cc/resources/semag/granny1/index.html
Black Navy War 2,blacknavywar2,https://selenite.cc/resources/semag/blacknavywar2/blacknavywar2.webp,https://selenite.cc/resources/semag/blacknavywar2/index.html
They Are Coming,theyarecoming,https://selenite.cc/resources/semag/theyarecoming/theyarecoming.webp,https://selenite.cc/resources/semag/theyarecoming/index.html
Schoolboy Runaway,schoolboyrunaway,https://selenite.cc/resources/semag/schoolboyrunaway/schoolboyrunaway.webp,https://selenite.cc/resources/semag/schoolboyrunaway/index.html
Pokemon Yellow,pokemonyellow,https://selenite.cc/resources/semag/pokemonyellow/pokemon-yellow---button-1558057648010.webp,https://selenite.cc/resources/semag/pokemonyellow/index.html
Pokemon Unbound,pokemonunbound,https://selenite.cc/resources/semag/pokemonunbound/pokemon-unbound.jpg,https://selenite.cc/resources/semag/pokemonunbound/index.html
Pokemon Stadium,pokemonstadium,https://selenite.cc/resources/semag/pokemonstadium/pokemonstadium.jpeg,https://selenite.cc/resources/semag/pokemonstadium/index.html
Pokemon Emerald Crest,pokemonemeraldcrest,https://selenite.cc/resources/semag/pokemonemeraldcrest/pokemonemerald-sq-1644346782465.webp,https://selenite.cc/resources/semag/pokemonemeraldcrest/index.html
Pokemon HeartGold,pokemonheartgold,https://selenite.cc/resources/semag/pokemonheartgold/heart.jpg,https://selenite.cc/resources/semag/pokemonheartgold/index.html
Pokemon SoulSilver,pokemonsoulsilver,https://selenite.cc/resources/semag/pokemonsoulsilver/pokemon-soulsilver-version_cmaq.600.webp,https://selenite.cc/resources/semag/pokemonsoulsilver/index.html
Pokemon Snap,pokemonsnap,https://selenite.cc/resources/semag/pokemonsnap/pokemonsnap.jpeg,https://selenite.cc/resources/semag/pokemonsnap/index.html
Pokemon Silver,pokemonsilver,https://selenite.cc/resources/semag/pokemonsilver/pokemon-silver---button-1558057647925.jpg,https://selenite.cc/resources/semag/pokemonsilver/index.html
Pokemon Sapphire,pokemonsapphire,https://selenite.cc/resources/semag/pokemonsapphire/pokemonsapphire.jpg,https://selenite.cc/resources/semag/pokemonsapphire/index.html
Pokemon Ruby,pokemonruby,https://selenite.cc/resources/semag/pokemonruby/pokemonruby.jpeg,https://selenite.cc/resources/semag/pokemonruby/index.html
Pokemon Red,pokemonred,https://selenite.cc/resources/semag/pokemonred/pokemonred.jpg,https://selenite.cc/resources/semag/pokemonred/index.html
Pokemon Platinum,pokemonplatinum,https://selenite.cc/resources/semag/pokemonplatinum/pokemonplatinum.jpeg,https://selenite.cc/resources/semag/pokemonplatinum/index.html
Pokemon Mystery Dungeon,pokemonmysterydungeon,https://selenite.cc/resources/semag/pokemonmysterydungeon/pokemonmysterydungeon.png,https://selenite.cc/resources/semag/pokemonmysterydungeon/index.html
Pokemon Diamond,pokemondiamond,https://selenite.cc/resources/semag/pokemondiamond/logo.avif,https://selenite.cc/resources/semag/pokemondiamond/index.html
Pokemon LeafGreen,pokemonleafgreen,https://selenite.cc/resources/semag/pokemonleafgreen/leafgreen.jpeg,https://selenite.cc/resources/semag/pokemonleafgreen/index.html
Pokemon Gold,pokemongold,https://selenite.cc/resources/semag/pokemongold/pokemongold.jpg,https://selenite.cc/resources/semag/pokemongold/index.html
Pokemon FireRed,pokemonfirered,https://selenite.cc/resources/semag/pokemonfirered/pokemonfirered.jpg,https://selenite.cc/resources/semag/pokemonfirered/index.html
Pokemon Emerald,pokemonemerald,https://selenite.cc/resources/semag/pokemonemerald/pokemonemerald-sq-1644346782465.webp,https://selenite.cc/resources/semag/pokemonemerald/index.html
Pokemon Crystal,pokemoncrystal,https://selenite.cc/resources/semag/pokemoncrystal/pokemoncrystal-1639519080473.webp,https://selenite.cc/resources/semag/pokemoncrystal/index.html
Pokemon Blue,pokemonblue,https://selenite.cc/resources/semag/pokemonblue/pokemonblue.jpg,https://selenite.cc/resources/semag/pokemonblue/index.html
wipEout,wipegame,https://selenite.cc/resources/semag/wipegame/cover.webp,https://selenite.cc/resources/semag/wipegame/index.html
Traffic Jam 3D,trafficjam3d,https://selenite.cc/resources/semag/trafficjam3d/cover.jpeg,https://selenite.cc/resources/semag/trafficjam3d/index.html
Tanuki Sunset,tanukisunset,https://selenite.cc/resources/semag/tanukisunset/cover.jpeg,https://selenite.cc/resources/semag/tanukisunset/index.html
Super Smash Flash 2,supersmashflash2,https://selenite.cc/resources/semag/supersmashflash2/cover.jpg,https://selenite.cc/resources/semag/supersmashflash2/index.html
Stick War,stickwar,https://selenite.cc/resources/semag/stickwar/cover.jpeg,https://selenite.cc/resources/semag/stickwar/index.html
SONIC.EXE,sonic.exe,https://selenite.cc/resources/semag/sonic.exe/cover.jpg,https://selenite.cc/resources/semag/sonic.exe/index.html
Penrose,penrose,https://selenite.cc/resources/semag/penrose/assets/icons/android-icon-144x144.png,https://selenite.cc/resources/semag/penrose/index.html
Mortal Kombat 3,mk3,https://selenite.cc/resources/semag/mk3/cover.jpg,https://selenite.cc/resources/semag/mk3/index.html
Cooking Mama 2,cookingmama2,https://selenite.cc/resources/semag/cookingmama2/cookingmama2-1669747571380.resized.jpg,https://selenite.cc/resources/semag/cookingmama2/index.html
Cooking Mama,cookingmama,https://selenite.cc/resources/semag/cookingmama/cookingmama-1652736908091.webp,https://selenite.cc/resources/semag/cookingmama/index.html
Cave Story,cavestory,https://selenite.cc/resources/semag/cavestory/cover.webp,https://selenite.cc/resources/semag/cavestory/index.html
Agario Lite,agariolite,https://selenite.cc/resources/semag/agariolite/cover.png,https://selenite.cc/resources/semag/agariolite/index.html
Achilles,achilles,https://selenite.cc/resources/semag/achilles/cover.jpg,https://selenite.cc/resources/semag/achilles/index.html
Jedi Knight: Dark Forces II,openjkdf2,https://selenite.cc/resources/semag/openjkdf2/jkdf.jpeg,https://selenite.cc/resources/semag/openjkdf2/index.html
Super Mario Construct,supermarioconstruct,https://selenite.cc/resources/semag/supermarioconstruct/icons/loading-logo.png,https://selenite.cc/resources/semag/supermarioconstruct/index.html
Processor Tycoon,processortycoon,https://selenite.cc/resources/semag/processortycoon/proctyc.png,https://selenite.cc/resources/semag/processortycoon/index.html
Vex X3M 2,vex-x3m2,https://selenite.cc/resources/semag/vex-x3m2/vexx3m2.jpg,https://selenite.cc/resources/semag/vex-x3m2/index.html
Vex X3M,vex-x3m,https://selenite.cc/resources/semag/vex-x3m/vexx3m.jpg,https://selenite.cc/resources/semag/vex-x3m/index.html
Vex Challenges,vex-challenges,https://selenite.cc/resources/semag/vex-challenges/vexchal.jpeg,https://selenite.cc/resources/semag/vex-challenges/index.html
Plants vs. Zombies 2: Gardenless,pvzge,https://selenite.cc/resources/semag/pvzge/pvz.png,https://selenite.cc/resources/semag/pvzge/index.html
Moto X3M 3,motox3m3,https://selenite.cc/resources/semag/motox3m3/moto-x3m3.avif,https://selenite.cc/resources/semag/motox3m3/index.html
Idle Dice,idledice,https://selenite.cc/resources/semag/idledice/assets/img/smallicon/smallIcon72.png,https://selenite.cc/resources/semag/idledice/index.html
Jackpot Crash Course,jackpot-crash-course,https://selenite.cc/resources/semag/jackpot-crash-course/rip.png,https://selenite.cc/resources/semag/jackpot-crash-course/index.html
MY BOYFRIEND,myboyfriend,https://selenite.cc/resources/semag/myboyfriend/cover.png,https://selenite.cc/resources/semag/myboyfriend/index.html
Rot In Paradise,rotinparadise,https://selenite.cc/resources/semag/rotinparadise/rip.png,https://selenite.cc/resources/semag/rotinparadise/index.html
Married In Red,marriedinred,https://selenite.cc/resources/semag/marriedinred/mir.png,https://selenite.cc/resources/semag/marriedinred/index.html
BFB 5B,bfb5b,https://selenite.cc/resources/semag/bfb5b/bfb5b.jpg,https://selenite.cc/resources/semag/bfb5b/index.html
Vex 8,vex-8,https://selenite.cc/resources/semag/vex-8/v8.jpeg,https://selenite.cc/resources/semag/vex-8/index.html
Indian Truck Driving Simulator,indian-truck,https://selenite.cc/resources/semag/indian-truck/itds.png,https://selenite.cc/resources/semag/indian-truck/index.html
Mad Shark,mad-shark,https://selenite.cc/resources/semag/mad-shark/ms.jpg,https://selenite.cc/resources/semag/mad-shark/index.html
Moto X3M 2,motox3m2,https://selenite.cc/resources/semag/motox3m2/motox3m2.png,https://selenite.cc/resources/semag/motox3m2/index.html
Balatro,balatro,https://selenite.cc/resources/semag/balatro/b.png,https://selenite.cc/resources/semag/balatro/index.html
Minesweeper Plus,minesweeperplus,https://selenite.cc/resources/semag/minesweeperplus/mp.jpeg,https://selenite.cc/resources/semag/minesweeperplus/index.html
Tattletail,tattletail,https://selenite.cc/resources/semag/tattletail/tattletail.jpg,https://selenite.cc/resources/semag/tattletail/index.html
Succubox,succubox,https://selenite.cc/resources/semag/succubox/succubox.ico,https://selenite.cc/resources/semag/succubox/index.html
Punch-Out!!,punchout,https://selenite.cc/resources/semag/punchout/punchout.jpg,https://selenite.cc/resources/semag/punchout/index.html
PaRappa the Rapper,parappatherapper,https://selenite.cc/resources/semag/parappatherapper/ptr.jpeg,https://selenite.cc/resources/semag/parappatherapper/index.html
Legend of Zelda,legendofzelda,https://selenite.cc/resources/semag/legendofzelda/loz.jpg,https://selenite.cc/resources/semag/legendofzelda/index.html
The Impossible Quiz 2,theimpossiblequiz2,https://selenite.cc/resources/semag/theimpossiblequiz2/the-impossible-quiz-2.avif,https://selenite.cc/resources/semag/theimpossiblequiz2/index.html
Tanks,tanks,https://selenite.cc/resources/semag/tanks/logo.jpeg,https://selenite.cc/resources/semag/tanks/index.html
Super Mario Flash 2,supermarioflash2,https://selenite.cc/resources/semag/supermarioflash2/smf2.jpg,https://selenite.cc/resources/semag/supermarioflash2/index.html
Super Mario Flash,supermarioflash,https://selenite.cc/resources/semag/supermarioflash/smf.png,https://selenite.cc/resources/semag/supermarioflash/index.html
Stick RPG,stickrpg,https://selenite.cc/resources/semag/stickrpg/srpg.webp,https://selenite.cc/resources/semag/stickrpg/index.html
Red Ball 2,redball2,https://selenite.cc/resources/semag/redball2/rb2.png,https://selenite.cc/resources/semag/redball2/index.html
Portal 2D,portal2d,https://selenite.cc/resources/semag/portal2d/p2d.jpg,https://selenite.cc/resources/semag/portal2d/index.html
Interactive Buddy,interactivebuddy,https://selenite.cc/resources/semag/interactivebuddy/ib.jpeg,https://selenite.cc/resources/semag/interactivebuddy/index.html
Fancy Pants Adventures 3,fancypantsadventure3,https://selenite.cc/resources/semag/fancypantsadventure3/fp3.avif,https://selenite.cc/resources/semag/fancypantsadventure3/index.html
Factory Balls 4,factoryballs4,https://selenite.cc/resources/semag/factoryballs4/fb4.png,https://selenite.cc/resources/semag/factoryballs4/index.html
Factory Balls 3,factoryballs3,https://selenite.cc/resources/semag/factoryballs3/fb3.jpg,https://selenite.cc/resources/semag/factoryballs3/index.html
Factory Balls 2,factoryballs2,https://selenite.cc/resources/semag/factoryballs2/fb2.png,https://selenite.cc/resources/semag/factoryballs2/index.html
Earn to Die 2,earntodie2,https://selenite.cc/resources/semag/earntodie2/image.png,https://selenite.cc/resources/semag/earntodie2/index.html
American Racing 2,americanracing2,https://selenite.cc/resources/semag/americanracing2/images.jpeg,https://selenite.cc/resources/semag/americanracing2/index.html
American Racing,americanracing1,https://selenite.cc/resources/semag/americanracing1/american-racing.jpg,https://selenite.cc/resources/semag/americanracing1/index.html
Achievement Unlocked 3,achievementunlocked3,https://selenite.cc/resources/semag/achievementunlocked3/cover.png,https://selenite.cc/resources/semag/achievementunlocked3/index.html
Conway's Game Of Life,life,https://selenite.cc/resources/semag/life/logo.jpg,https://selenite.cc/resources/semag/life/index.html
Getting Over It,getting-over-it,https://selenite.cc/resources/semag/getting-over-it/goi.jpg,https://selenite.cc/resources/semag/getting-over-it/index.html
Milk inside a bag of milk inside a bag of milk,miabomiabom,https://selenite.cc/resources/semag/miabomiabom/logo.webp,https://selenite.cc/resources/semag/miabomiabom/index.html
Milk outside a bag of milk outside a bag of milk,moabomoabom,https://selenite.cc/resources/semag/moabomoabom/logo.webp,https://selenite.cc/resources/semag/moabomoabom/index.html
Jelly Drift,jelly-drift,https://selenite.cc/resources/semag/jelly-drift/jd.png,https://selenite.cc/resources/semag/jelly-drift/index.html
Taisei Project,talsei,https://selenite.cc/resources/semag/talsei/scythe.webp,https://selenite.cc/resources/semag/talsei/index.html
Factorish,factorish,https://selenite.cc/resources/semag/factorish/image.png,https://selenite.cc/resources/semag/factorish/index.html
Football Bros,footballbros,https://selenite.cc/resources/semag/footballbros/assets/favicon.png,https://selenite.cc/resources/semag/footballbros/index.html
Love Angel Syndrome,loveangelsyndrome,https://selenite.cc/resources/semag/loveangelsyndrome/las.jpeg,https://selenite.cc/resources/semag/loveangelsyndrome/index.html
Tower Game,tower-game,https://selenite.cc/resources/semag/tower-game/assets/block-rope.png,https://selenite.cc/resources/semag/tower-game/index.html
UNDERRUN,underrun,https://selenite.cc/resources/semag/underrun/logo.png,https://selenite.cc/resources/semag/underrun/index.html
Yandere Simulator,yandere-simulator,https://selenite.cc/resources/semag/yandere-simulator/logo.png,https://selenite.cc/resources/semag/yandere-simulator/index.html
Stack Bounce,stackbounce,https://selenite.cc/resources/semag/stackbounce/sb.jpeg,https://selenite.cc/resources/semag/stackbounce/index.html
Learn to Fly 3,fly3,https://selenite.cc/resources/semag/fly3/cover.png,https://selenite.cc/resources/semag/fly3/index.html
"Papers, Please",papersplease,https://selenite.cc/resources/semag/papersplease/logo.png,https://selenite.cc/resources/semag/papersplease/index.html
Ballistic Chickens,ballisticchickens,https://selenite.cc/resources/semag/ballisticchickens/logo.png,https://selenite.cc/resources/semag/ballisticchickens/index.html
FIRST KISS AT A SPOOKY SOIREE,spookysoiree,https://selenite.cc/resources/semag/spookysoiree/fkaass.png,https://selenite.cc/resources/semag/spookysoiree/index.html
BIOTOMATA,biotomata,https://selenite.cc/resources/semag/biotomata/favicon.ico,https://selenite.cc/resources/semag/biotomata/index.html
Lo-Fi Room,lofi-room,https://selenite.cc/resources/semag/lofi-room/lfr.jpeg,https://selenite.cc/resources/semag/lofi-room/index.html
Basketball FRVR,basketball-frvr,https://selenite.cc/resources/semag/basketball-frvr/unnamed.png,https://selenite.cc/resources/semag/basketball-frvr/index.html
Bridge Race,bridge-race,https://selenite.cc/resources/semag/bridge-race/unnamed (1).png,https://selenite.cc/resources/semag/bridge-race/index.html
NGU Idle,nguidle,https://selenite.cc/resources/semag/nguidle/nguidle.png,https://selenite.cc/resources/semag/nguidle/index.html
Cold Front,coldfront,https://selenite.cc/resources/semag/coldfront/img/weather/snow.png,https://selenite.cc/resources/semag/coldfront/index.html
Slime Rancher,jellyrancher,https://selenite.cc/resources/semag/jellyrancher/TemplateData/progressLogo.Dark.png,https://selenite.cc/resources/semag/jellyrancher/index.html
slowroads,slowroads,https://selenite.cc/resources/semag/slowroads/icon.svg,https://selenite.cc/resources/semag/slowroads/index.html
Deltarune,deltarune,https://selenite.cc/resources/semag/deltarune/cover.png,https://selenite.cc/resources/semag/deltarune/index.html
Nazi Zombies: Portable,nzp,https://selenite.cc/resources/semag/nzp/nzportable.ico,https://selenite.cc/resources/semag/nzp/index.html
Rhythm Heaven,rhythmheaven,https://selenite.cc/resources/semag/rhythmheaven/rh.jpeg,https://selenite.cc/resources/semag/rhythmheaven/index.html
JellyTruck,jellytruck,https://selenite.cc/resources/semag/jellytruck/assets/truck/truck2_icon.png,https://selenite.cc/resources/semag/jellytruck/index.html
Friday Night Funkin: VS Tricky,fnf-tricky,https://selenite.cc/resources/semag/fnf-tricky/logo.png,https://selenite.cc/resources/semag/fnf-tricky/index.html
Friday Night Funkin: VS Sky,fnf-sky,https://selenite.cc/resources/semag/fnf-sky/logo.png,https://selenite.cc/resources/semag/fnf-sky/index.html
Friday Night Funkin: Mid-fight Masses,fnf-sarventes,https://selenite.cc/resources/semag/fnf-sarventes/logo.png,https://selenite.cc/resources/semag/fnf-sarventes/index.html
Friday Night Funkin: Neo,fnf-neo,https://selenite.cc/resources/semag/fnf-neo/logo.png,https://selenite.cc/resources/semag/fnf-neo/index.html
