name,directory,image,iframe
Bloons Tower Defense 4,btd4,https://selenite.cc/resources/semag/btd4/logo.jpg,https://selenite.cc/resources/semag/btd4/index.html
Bloons Tower Defense 6 (Scratch),btd6,https://selenite.cc/resources/semag/btd6/uwu.png,https://selenite.cc/resources/semag/btd6/index.html
Bloons Tower Defense 5,btd5,https://selenite.cc/resources/semag/btd5/wogo.png,https://selenite.cc/resources/semag/btd5/index.html
Last Horizon,lasthorizon,https://selenite.cc/resources/semag/lasthorizon/wogo owo.jpg,https://selenite.cc/resources/semag/lasthorizon/index.html
1 on 1 Soccer,1on1soccer,https://selenite.cc/resources/semag/1on1soccer/logo.jpg,https://selenite.cc/resources/semag/1on1soccer/index.html
Among Us,amongus,https://selenite.cc/resources/semag/amongus/amgojs]_.png,https://selenite.cc/resources/semag/amongus/index.html
Among Us (better),amongusnew,https://selenite.cc/resources/semag/amongusnew/amgojs]_.png,https://selenite.cc/resources/semag/amongusnew/index.html
Bad Piggies,badpiggies,https://selenite.cc/resources/semag/badpiggies/badpiggies.png,https://selenite.cc/resources/semag/badpiggies/index.html
Sandtrix,sandtrix,https://selenite.cc/resources/semag/sandtrix/assets/sprites/appicon.png,https://selenite.cc/resources/semag/sandtrix/index.html
Blood Tournament,bloodtournament,https://selenite.cc/resources/semag/bloodtournament/blood-tournament.jpg,https://selenite.cc/resources/semag/bloodtournament/index.html
Gold Digger FRVR,golddiggerfrvr,https://selenite.cc/resources/semag/golddiggerfrvr/images.jpeg,https://selenite.cc/resources/semag/golddiggerfrvr/index.html
Retro Bowl College,retrobowlcollege,https://selenite.cc/resources/semag/retrobowlcollege/unnamed.png,https://selenite.cc/resources/semag/retrobowlcollege/index.html
We Become What We Behold,wbwwb,https://selenite.cc/resources/semag/wbwwb/wbwwb.webp,https://selenite.cc/resources/semag/wbwwb/index.html
Nut Simulator,nutsim,https://selenite.cc/resources/semag/nutsim/images/icon.png,https://selenite.cc/resources/semag/nutsim/index.html
Super Smash Bros,supersmashbros,https://selenite.cc/resources/semag/supersmashbros/logo.jpg,https://selenite.cc/resources/semag/supersmashbros/index.html
Skibidi 1 v 100,skibiditoilet,https://selenite.cc/resources/semag/skibiditoilet/logo.png,https://selenite.cc/resources/semag/skibiditoilet/index.html
Drive Mad,drivemad,https://selenite.cc/resources/semag/drivemad/icons/icon-128.png,https://selenite.cc/resources/semag/drivemad/index.html
Rooftop Snipers,rooftopsnipers,https://selenite.cc/resources/semag/rooftopsnipers/logo.png,https://selenite.cc/resources/semag/rooftopsnipers/index.html
Funny Shooter,funnyshooter,https://selenite.cc/resources/semag/funnyshooter/icon.jpeg,https://selenite.cc/resources/semag/funnyshooter/index.html
Monkey Mart,monkeymart,https://selenite.cc/resources/semag/monkeymart/unnamed.png,https://selenite.cc/resources/semag/monkeymart/index.html
Factory Balls,factoryballs,https://selenite.cc/resources/semag/factoryballs/fac.png,https://selenite.cc/resources/semag/factoryballs/index.html
Factory Balls Forever,factoryballsforever,https://selenite.cc/resources/semag/factoryballsforever/fac.png,https://selenite.cc/resources/semag/factoryballsforever/index.html
Funny Shooter 2,funnyshooter2,https://selenite.cc/resources/semag/funnyshooter2/894abba63a6b23fed823f404831f444f.jpeg,https://selenite.cc/resources/semag/funnyshooter2/index.html
Bad Time Simulator,badtimesimulator,https://selenite.cc/resources/semag/badtimesimulator/icon-114.png,https://selenite.cc/resources/semag/badtimesimulator/index.html
Commodore 64 Clicker,commodoreclicker,https://selenite.cc/resources/semag/commodoreclicker/test.jpg,https://selenite.cc/resources/semag/commodoreclicker/index.html
Stickman Boost,stickmanboost,https://selenite.cc/resources/semag/stickmanboost/base/img1.jpg,https://selenite.cc/resources/semag/stickmanboost/index.html
Stickman Golf,stickmangolf,https://selenite.cc/resources/semag/stickmangolf/gold.png,https://selenite.cc/resources/semag/stickmangolf/index.html
Basket Bros,basketbros,https://selenite.cc/resources/semag/basketbros/thumb.jpg,https://selenite.cc/resources/semag/basketbros/index.html
justfall.lol,justfalllol,https://selenite.cc/resources/semag/justfalllol/unnamed.png,https://selenite.cc/resources/semag/justfalllol/index.html
Doge Miner,dogeminer,https://selenite.cc/resources/semag/dogeminer/img/dogeminer_300x300.png,https://selenite.cc/resources/semag/dogeminer/index.html
Soccer Random,soccerrandom,https://selenite.cc/resources/semag/soccerrandom/test.png,https://selenite.cc/resources/semag/soccerrandom/index.html
Basket Random,basketrandom,https://selenite.cc/resources/semag/basketrandom/test.png,https://selenite.cc/resources/semag/basketrandom/index.html
Boxing Random,boxingrandom,https://selenite.cc/resources/semag/boxingrandom/512x512.jpg,https://selenite.cc/resources/semag/boxingrandom/index.html
Funny Mad Racing,funnymadracing,https://selenite.cc/resources/semag/funnymadracing/logo.webp,https://selenite.cc/resources/semag/funnymadracing/index.html
hole.io,holeio,https://selenite.cc/resources/semag/holeio/feature800x470.png,https://selenite.cc/resources/semag/holeio/index.html
Time Shooter,timeshooter1,https://selenite.cc/resources/semag/timeshooter1/logo.png,https://selenite.cc/resources/semag/timeshooter1/index.html
Time Shooter 2,timeshooter2,https://selenite.cc/resources/semag/timeshooter2/ts2.jpg,https://selenite.cc/resources/semag/timeshooter2/index.html
Time Shooter 3,timeshooter3,https://selenite.cc/resources/semag/timeshooter3/logo.png,https://selenite.cc/resources/semag/timeshooter3/index.html
Townscaper,townscaper,https://selenite.cc/resources/semag/townscaper/icon.png,https://selenite.cc/resources/semag/townscaper/index.html
Bad Ice Cream,badicecream,https://selenite.cc/resources/semag/badicecream/bad-ice-cream.png,https://selenite.cc/resources/semag/badicecream/index.html
Bad Ice Cream 2,badicecream2,https://selenite.cc/resources/semag/badicecream2/bad-ice-cream-2.png,https://selenite.cc/resources/semag/badicecream2/index.html
Bad Ice Cream 3,badicecream3,https://selenite.cc/resources/semag/badicecream3/bad-ice-cream-3.png,https://selenite.cc/resources/semag/badicecream3/index.html
Bob the Robber 2,bobtherobber2,https://selenite.cc/resources/semag/bobtherobber2/logo.avif,https://selenite.cc/resources/semag/bobtherobber2/index.html
Boxing Physics 2,boxingphysics2,https://selenite.cc/resources/semag/boxingphysics2/icon.png,https://selenite.cc/resources/semag/boxingphysics2/index.html
Burger and Frights,burgerandfrights,https://selenite.cc/resources/semag/burgerandfrights/icon.png,https://selenite.cc/resources/semag/burgerandfrights/index.html
Flippy Fish,flippyfish,https://selenite.cc/resources/semag/flippyfish/icon.png,https://selenite.cc/resources/semag/flippyfish/index.html
Knife Hit,knifehit,https://selenite.cc/resources/semag/knifehit/icon.png,https://selenite.cc/resources/semag/knifehit/index.html
Lazy Jump 3D,lazyjump3d,https://selenite.cc/resources/semag/lazyjump3d/icon.png,https://selenite.cc/resources/semag/lazyjump3d/index.html
Moto X3M Spooky,motox3m-spooky,https://selenite.cc/resources/semag/motox3m-spooky/icon.png,https://selenite.cc/resources/semag/motox3m-spooky/index.html
Rooftop Snipers 2,rooftopsnipers2,https://selenite.cc/resources/semag/rooftopsnipers2/icon.png,https://selenite.cc/resources/semag/rooftopsnipers2/index.html
Skibidi Toilet Attack,skibiditoiletattack,https://selenite.cc/resources/semag/skibiditoiletattack/logo.png,https://selenite.cc/resources/semag/skibiditoiletattack/index.html
Tiny Fishing,tinyfishing,https://selenite.cc/resources/semag/tinyfishing/tiny-fishing.png,https://selenite.cc/resources/semag/tinyfishing/index.html
TU-95,tu95,https://selenite.cc/resources/semag/tu95/tu-95.webp,https://selenite.cc/resources/semag/tu95/index.html
TU-46,tu46,https://selenite.cc/resources/semag/tu46/tu-46.webp,https://selenite.cc/resources/semag/tu46/index.html
Russian Car Driver,russiancardriver,https://selenite.cc/resources/semag/russiancardriver/russian-car-driver.webp,https://selenite.cc/resources/semag/russiancardriver/index.html
Legend of Zelda - Ocarina of Time,ocarinaoftime,https://selenite.cc/resources/semag/ocarinaoftime/oc.jpg,https://selenite.cc/resources/semag/ocarinaoftime/index.html
Metroid: Zero Mission,metroidzeromission,https://selenite.cc/resources/semag/metroidzeromission/zero.jpeg,https://selenite.cc/resources/semag/metroidzeromission/index.html
Guilty Gear,guiltygear,https://selenite.cc/resources/semag/guiltygear/ggx.jpg,https://selenite.cc/resources/semag/guiltygear/index.html
A Dark Room,adarkroom,https://selenite.cc/resources/semag/adarkroom/favicon.ico,https://selenite.cc/resources/semag/adarkroom/index.html
Fancy Pants Adventures,fancypantsadventures,https://selenite.cc/resources/semag/fancypantsadventures/fpa.webp,https://selenite.cc/resources/semag/fancypantsadventures/index.html
Fancy Pants Adventures 2,fancypantsadventures2,https://selenite.cc/resources/semag/fancypantsadventures2/fpa2.avif,https://selenite.cc/resources/semag/fancypantsadventures2/index.html
Line Rider,linerider,https://selenite.cc/resources/semag/linerider/boosh.png,https://selenite.cc/resources/semag/linerider/index.html
Funny Ball Game,funnyballgame,https://selenite.cc/resources/semag/funnyballgame/ball.jpg,https://selenite.cc/resources/semag/funnyballgame/index.html
Henry Stickmin - Stealing the Diamond,stealingthediamond,https://selenite.cc/resources/semag/stealingthediamond/diamante.avif,https://selenite.cc/resources/semag/stealingthediamond/index.html
Henry Stickmin - Breaking the Bank,breakingthebank,https://selenite.cc/resources/semag/breakingthebank/balling.avif,https://selenite.cc/resources/semag/breakingthebank/index.html
Henry Stickmin - Escaping the Prison,escapingtheprison,https://selenite.cc/resources/semag/escapingtheprison/pwison.avif,https://selenite.cc/resources/semag/escapingtheprison/index.html
Henry Stickmin - Fleeing the Complex,fleeingthecomplex,https://selenite.cc/resources/semag/fleeingthecomplex/flee.jpg,https://selenite.cc/resources/semag/fleeingthecomplex/index.html
Henry Stickmin - Infiltrating the Airship,infiltratingtheairship,https://selenite.cc/resources/semag/infiltratingtheairship/air.avif,https://selenite.cc/resources/semag/infiltratingtheairship/index.html
Pandemic,pandemic,https://selenite.cc/resources/semag/pandemic/sddefault.jpg,https://selenite.cc/resources/semag/pandemic/index.html
Pandemic 2,pandemic2,https://selenite.cc/resources/semag/pandemic2/pan2.webp,https://selenite.cc/resources/semag/pandemic2/index.html
Age of War,ageofwar,https://selenite.cc/resources/semag/ageofwar/warofage.jpg,https://selenite.cc/resources/semag/ageofwar/index.html
Soundboard,soundboard,https://selenite.cc/resources/semag/soundboard/bleep.png,https://selenite.cc/resources/semag/soundboard/index.html
The Impossible Quiz,theimpossiblequiz,https://selenite.cc/resources/semag/theimpossiblequiz/tiq.avif,https://selenite.cc/resources/semag/theimpossiblequiz/index.html
2D Rocket League,2drocketleague,https://selenite.cc/resources/semag/2drocketleague/unnamed.png,https://selenite.cc/resources/semag/2drocketleague/index.html
Pizza Tower,pizza-tower,https://selenite.cc/resources/semag/pizza-tower/favicon.png,https://selenite.cc/resources/semag/pizza-tower/index.html
Monster Tracks,monstertracks,https://selenite.cc/resources/semag/monstertracks/webapp/cover.jpg,https://selenite.cc/resources/semag/monstertracks/index.html
Battle Simulator,tabs,https://selenite.cc/resources/semag/tabs/unnamed.png,https://selenite.cc/resources/semag/tabs/index.html
CSGO Case Clicker,csgoclicker,https://selenite.cc/resources/semag/csgoclicker/images/case1.png,https://selenite.cc/resources/semag/csgoclicker/index.html
The Final Earth 2,thefinalearth2,https://selenite.cc/resources/semag/thefinalearth2/icons/favicon.png,https://selenite.cc/resources/semag/thefinalearth2/index.html
Baldi's Basics,baldis-basics,https://selenite.cc/resources/semag/baldis-basics/splash.png,https://selenite.cc/resources/semag/baldis-basics/index.html
Cubefield,cubefield,https://selenite.cc/resources/semag/cubefield/assets/unnamed.png,https://selenite.cc/resources/semag/cubefield/index.html
Bit Planes,bit-planes,https://selenite.cc/resources/semag/bit-planes/bitplanes.png,https://selenite.cc/resources/semag/bit-planes/index.html
Snow Rider 3D,snowrider3d,https://selenite.cc/resources/semag/snowrider3d/snow.png,https://selenite.cc/resources/semag/snowrider3d/index.html
Dadish,dadish,https://selenite.cc/resources/semag/dadish/favicon.png,https://selenite.cc/resources/semag/dadish/index.html
Dadish 2,dadish2,https://selenite.cc/resources/semag/dadish2/favicon.png,https://selenite.cc/resources/semag/dadish2/index.html
Dadish 3,dadish3,https://selenite.cc/resources/semag/dadish3/splash.png,https://selenite.cc/resources/semag/dadish3/index.html
Watermelon Game,watermelongame,https://selenite.cc/resources/semag/watermelongame/assets/sprites/tittle.png,https://selenite.cc/resources/semag/watermelongame/index.html
Crimson Fantasia,crimsonfantasia,https://selenite.cc/resources/semag/crimsonfantasia/14qAOu.png,https://selenite.cc/resources/semag/crimsonfantasia/index.html
Geometry Dash Lite,gdlite,https://selenite.cc/resources/semag/gdlite/logo.png,https://selenite.cc/resources/semag/gdlite/index.html
Idle Research,idleresearch,https://selenite.cc/resources/semag/idleresearch/cover-1660205761867.png,https://selenite.cc/resources/semag/idleresearch/index.html
10 Minutes Till Dawn,10minutestilldawn,https://selenite.cc/resources/semag/10minutestilldawn/splash.png,https://selenite.cc/resources/semag/10minutestilldawn/index.html
Papas Donuteria,papasdonuteria,https://selenite.cc/resources/semag/papasdonuteria/papasdonuteria.png,https://selenite.cc/resources/semag/papasdonuteria/index.html
Papas Pancakeria,papaspancakeria,https://selenite.cc/resources/semag/papaspancakeria/logo.avif,https://selenite.cc/resources/semag/papaspancakeria/index.html
Papas Scooperia,papasscooperia,https://selenite.cc/resources/semag/papasscooperia/logo.avif,https://selenite.cc/resources/semag/papasscooperia/index.html
Papas Tacomia,papastacomia,https://selenite.cc/resources/semag/papastacomia/logo.avif,https://selenite.cc/resources/semag/papastacomia/index.html
Territorial.io,territorialio,https://selenite.cc/resources/semag/territorialio/territorialio.png,https://selenite.cc/resources/semag/territorialio/index.html
Theme Hotel,themehotel,https://selenite.cc/resources/semag/themehotel/themehotel.png,https://selenite.cc/resources/semag/themehotel/index.html
Thumb Fighter,thumbfighter,https://selenite.cc/resources/semag/thumbfighter/thumbfighter.png,https://selenite.cc/resources/semag/thumbfighter/index.html
The Enchanted Cave 2,enchantedcave2,https://selenite.cc/resources/semag/enchantedcave2/icon.png,https://selenite.cc/resources/semag/enchantedcave2/index.html
Animal Crossing Wild World,animalcrossingwildworld,https://selenite.cc/resources/semag/animalcrossingwildworld/animalcrossingwildworld.png,https://selenite.cc/resources/semag/animalcrossingwildworld/index.html
Animal Crossing Population Growing,slider,https://selenite.cc/resources/semag/slider/icon.webp,https://selenite.cc/resources/semag/slider/index.html
Banjo Kazooie,banjokazooie,https://selenite.cc/resources/semag/banjokazooie/banjokazooie.png,https://selenite.cc/resources/semag/banjokazooie/index.html
Donkey Kong 64,donkeykong64,https://selenite.cc/resources/semag/donkeykong64/donkeykong64.png,https://selenite.cc/resources/semag/donkeykong64/index.html
Doom 64,doom64,https://selenite.cc/resources/semag/doom64/doom64.png,https://selenite.cc/resources/semag/doom64/index.html
Goldeneye 007,goldeneye,https://selenite.cc/resources/semag/goldeneye/goldeneye007.png,https://selenite.cc/resources/semag/goldeneye/index.html
Majora's Mask,majorasmask,https://selenite.cc/resources/semag/majorasmask/majorasmask.png,https://selenite.cc/resources/semag/majorasmask/index.html
Mario Kart DS,mariokartds,https://selenite.cc/resources/semag/mariokartds/mariokartds.png,https://selenite.cc/resources/semag/mariokartds/index.html
Mario Party,marioparty,https://selenite.cc/resources/semag/marioparty/marioparty.png,https://selenite.cc/resources/semag/marioparty/index.html
Mario Party 2,marioparty2,https://selenite.cc/resources/semag/marioparty2/logo.avif,https://selenite.cc/resources/semag/marioparty2/index.html
Mario Party 3,marioparty3,https://selenite.cc/resources/semag/marioparty3/marioparty3.png,https://selenite.cc/resources/semag/marioparty3/index.html
Mario Party DS,mariopartyds,https://selenite.cc/resources/semag/mariopartyds/mariopartyds.png,https://selenite.cc/resources/semag/mariopartyds/index.html
Nintendogs,nintendogs,https://selenite.cc/resources/semag/nintendogs/nintendogs.png,https://selenite.cc/resources/semag/nintendogs/index.html
Papas Bakeria,papasbakeria,https://selenite.cc/resources/semag/papasbakeria/papasbakeria.png,https://selenite.cc/resources/semag/papasbakeria/index.html
Papas Cheeseria,papascheeseria,https://selenite.cc/resources/semag/papascheeseria/papascheeseria.png,https://selenite.cc/resources/semag/papascheeseria/index.html
Papas Pastaria,papaspastaria,https://selenite.cc/resources/semag/papaspastaria/papaspastaria.png,https://selenite.cc/resources/semag/papaspastaria/index.html
Papas Sushiria,papassushiria,https://selenite.cc/resources/semag/papassushiria/papassushiria.png,https://selenite.cc/resources/semag/papassushiria/index.html
Papas Wingeria,papaswingeria,https://selenite.cc/resources/semag/papaswingeria/logo.avif,https://selenite.cc/resources/semag/papaswingeria/index.html
Paper Mario,papermario,https://selenite.cc/resources/semag/papermario/papermario.png,https://selenite.cc/resources/semag/papermario/index.html
Star Fox 64,starfox64,https://selenite.cc/resources/semag/starfox64/starfox64.png,https://selenite.cc/resources/semag/starfox64/index.html
Super Mario 64 DS,supermario64ds,https://selenite.cc/resources/semag/supermario64ds/supermario64ds.png,https://selenite.cc/resources/semag/supermario64ds/index.html
state.io,stateio,https://selenite.cc/resources/semag/stateio/icon.webp,https://selenite.cc/resources/semag/stateio/index.html
Draw Climber,drawclimber,https://selenite.cc/resources/semag/drawclimber/assets/gameLogo.png,https://selenite.cc/resources/semag/drawclimber/index.html
Polytrack,polytrack,https://selenite.cc/resources/semag/polytrack/logo.jpg,https://selenite.cc/resources/semag/polytrack/index.html
Abuda The Alien,abudathealien,https://selenite.cc/resources/semag/abudathealien/placeholder.png,https://selenite.cc/resources/semag/abudathealien/index.html
Advance Wars,advancewars,https://selenite.cc/resources/semag/advancewars/placeholder.png,https://selenite.cc/resources/semag/advancewars/index.html
Advance Wars 2,advancewars2,https://selenite.cc/resources/semag/advancewars2/placeholder.png,https://selenite.cc/resources/semag/advancewars2/index.html
Advance Wars: Days of Ruin,advancewarsdayofruin,https://selenite.cc/resources/semag/advancewarsdayofruin/placeholder.png,https://selenite.cc/resources/semag/advancewarsdayofruin/index.html
Adventure Time: Hey Ice King,adventuretime,https://selenite.cc/resources/semag/adventuretime/placeholder.png,https://selenite.cc/resources/semag/adventuretime/index.html
Altered Beast,alteredbeast,https://selenite.cc/resources/semag/alteredbeast/placeholder.png,https://selenite.cc/resources/semag/alteredbeast/index.html
Amorphous,amorphous,https://selenite.cc/resources/semag/amorphous/placeholder.png,https://selenite.cc/resources/semag/amorphous/index.html
Aquapark Slides,aquaparkslides,https://selenite.cc/resources/semag/aquaparkslides/splash.png,https://selenite.cc/resources/semag/aquaparkslides/index.html
Banjo Pilot,banjopilot,https://selenite.cc/resources/semag/banjopilot/banjopilot-sq-1643391580626.jpg,https://selenite.cc/resources/semag/banjopilot/index.html
Banjo Tooie,banjotooie,https://selenite.cc/resources/semag/banjotooie/banjo-tooie_7htk.128.webp,https://selenite.cc/resources/semag/banjotooie/index.html
Baseball,baseball,https://selenite.cc/resources/semag/baseball/CTA.png,https://selenite.cc/resources/semag/baseball/index.html
Battle Beavers,battlebeavers,https://selenite.cc/resources/semag/battlebeavers/battlebeavers.jpeg,https://selenite.cc/resources/semag/battlebeavers/index.html
Battleships,battleships,https://selenite.cc/resources/semag/battleships/battle-ships.webp,https://selenite.cc/resources/semag/battleships/index.html
Battletoads,battletoads,https://selenite.cc/resources/semag/battletoads/battletoads.webp,https://selenite.cc/resources/semag/battletoads/index.html
Big Red Button,bigredbutton,https://selenite.cc/resources/semag/bigredbutton/big-red-button.webp,https://selenite.cc/resources/semag/bigredbutton/index.html
Blocky Demolition Derby,blocky,https://selenite.cc/resources/semag/blocky/blocky.webp,https://selenite.cc/resources/semag/blocky/index.html
Bloxorz,bloxors,https://selenite.cc/resources/semag/bloxors/bloxorz.webp,https://selenite.cc/resources/semag/bloxors/index.html
Bomberman,bomberman,https://selenite.cc/resources/semag/bomberman/Bomberman1.webp,https://selenite.cc/resources/semag/bomberman/index.html
Mario and Luigi: Bowser's Inside Story,bowsersinsidestory,https://selenite.cc/resources/semag/bowsersinsidestory/placeholder.png,https://selenite.cc/resources/semag/bowsersinsidestory/index.html
Bubble Tanks 2,bubbletanks2,https://selenite.cc/resources/semag/bubbletanks2/bubbletanks2.webp,https://selenite.cc/resources/semag/bubbletanks2/index.html
Canopy,canopy,https://selenite.cc/resources/semag/canopy/Canopy.webp,https://selenite.cc/resources/semag/canopy/index.html
Cars 2,cars2,https://selenite.cc/resources/semag/cars2/cars.webp,https://selenite.cc/resources/semag/cars2/index.html
Castlevania,castlevania,https://selenite.cc/resources/semag/castlevania/placeholder.png,https://selenite.cc/resources/semag/castlevania/index.html
Castlevania: Aria of Sorrow,castlevaniaariaofsorrow,https://selenite.cc/resources/semag/castlevaniaariaofsorrow/placeholder.png,https://selenite.cc/resources/semag/castlevaniaariaofsorrow/index.html
Castlevania: Dawn of Sorrow,castlevaniadawnofsorrow,https://selenite.cc/resources/semag/castlevaniadawnofsorrow/placeholder.png,https://selenite.cc/resources/semag/castlevaniadawnofsorrow/index.html
Castlevania III,castlevaniaiii,https://selenite.cc/resources/semag/castlevaniaiii/placeholder.png,https://selenite.cc/resources/semag/castlevaniaiii/index.html
Castlevania: Order of Ecclesia,castlevaniaorderofecclesia,https://selenite.cc/resources/semag/castlevaniaorderofecclesia/placeholder.png,https://selenite.cc/resources/semag/castlevaniaorderofecclesia/index.html
Cave Chaos,cavechaos,https://selenite.cc/resources/semag/cavechaos/placeholder.png,https://selenite.cc/resources/semag/cavechaos/index.html
changetype,changetype,https://selenite.cc/resources/semag/changetype/placeholder.png,https://selenite.cc/resources/semag/changetype/index.html
Cheese Dreams,cheesedreams,https://selenite.cc/resources/semag/cheesedreams/placeholder.png,https://selenite.cc/resources/semag/cheesedreams/index.html
Chisel,chisel,https://selenite.cc/resources/semag/chisel/placeholder.png,https://selenite.cc/resources/semag/chisel/index.html
Chisel 2,chisel2,https://selenite.cc/resources/semag/chisel2/placeholder.png,https://selenite.cc/resources/semag/chisel2/index.html
Choose Your Weapon,chooseyourweapon,https://selenite.cc/resources/semag/chooseyourweapon/placeholder.png,https://selenite.cc/resources/semag/chooseyourweapon/index.html
Choose Your Weapon 2,chooseyourweapon2,https://selenite.cc/resources/semag/chooseyourweapon2/placeholder.png,https://selenite.cc/resources/semag/chooseyourweapon2/index.html
Choose Your Weapon 3,chooseyourweapon3,https://selenite.cc/resources/semag/chooseyourweapon3/placeholder.png,https://selenite.cc/resources/semag/chooseyourweapon3/index.html
Chrono Trigger,chronotrigger,https://selenite.cc/resources/semag/chronotrigger/placeholder.png,https://selenite.cc/resources/semag/chronotrigger/index.html
Comix Zone,comixzone,https://selenite.cc/resources/semag/comixzone/placeholder.png,https://selenite.cc/resources/semag/comixzone/index.html
Contra,contra,https://selenite.cc/resources/semag/contra/placeholder.png,https://selenite.cc/resources/semag/contra/index.html
Contra III,contraiii,https://selenite.cc/resources/semag/contraiii/placeholder.png,https://selenite.cc/resources/semag/contraiii/index.html
Control Craft 2,controlcraft2,https://selenite.cc/resources/semag/controlcraft2/placeholder.png,https://selenite.cc/resources/semag/controlcraft2/index.html
Crush The Castle,crushthecastle,https://selenite.cc/resources/semag/crushthecastle/placeholder.png,https://selenite.cc/resources/semag/crushthecastle/index.html
Crush The Castle 2,crushthecastle2,https://selenite.cc/resources/semag/crushthecastle2/placeholder.png,https://selenite.cc/resources/semag/crushthecastle2/index.html
Daggerfall,daggerfall,https://selenite.cc/resources/semag/daggerfall/placeholder.png,https://selenite.cc/resources/semag/daggerfall/index.html
Dragon Ball Z: Supersonic Warriors,dbzsupersonicwarriors,https://selenite.cc/resources/semag/dbzsupersonicwarriors/placeholder.png,https://selenite.cc/resources/semag/dbzsupersonicwarriors/index.html
Defend the Tank,defendthetank,https://selenite.cc/resources/semag/defendthetank/landscape.jpg,https://selenite.cc/resources/semag/defendthetank/index.html
Diddy Kong Racing,diddykongracing,https://selenite.cc/resources/semag/diddykongracing/placeholder.png,https://selenite.cc/resources/semag/diddykongracing/index.html
Ditto,ditto,https://selenite.cc/resources/semag/ditto/placeholder.png,https://selenite.cc/resources/semag/ditto/index.html
Doge Miner 2,dogeminer2,https://selenite.cc/resources/semag/dogeminer2/dogeloader.svg,https://selenite.cc/resources/semag/dogeminer2/index.html
Donkey Kong Country,donkeykongcountry,https://selenite.cc/resources/semag/donkeykongcountry/placeholder.png,https://selenite.cc/resources/semag/donkeykongcountry/index.html
Donkey Kong Country 2,donkeykongcountry2,https://selenite.cc/resources/semag/donkeykongcountry2/placeholder.png,https://selenite.cc/resources/semag/donkeykongcountry2/index.html
Donkey Kong Country 3,donkeykongcountry3,https://selenite.cc/resources/semag/donkeykongcountry3/placeholder.png,https://selenite.cc/resources/semag/donkeykongcountry3/index.html
Donkey Kong Land,donkeykongland,https://selenite.cc/resources/semag/donkeykongland/placeholder.png,https://selenite.cc/resources/semag/donkeykongland/index.html
Doodle Defender,doodledefender,https://selenite.cc/resources/semag/doodledefender/placeholder.png,https://selenite.cc/resources/semag/doodledefender/index.html
Doom2,doom2,https://selenite.cc/resources/semag/doom2/placeholder.png,https://selenite.cc/resources/semag/doom2/index.html
Dragon Boy 2,dragonboy2,https://selenite.cc/resources/semag/dragonboy2/placeholder.png,https://selenite.cc/resources/semag/dragonboy2/index.html
Drill Dozer,drilldozer,https://selenite.cc/resources/semag/drilldozer/placeholder.png,https://selenite.cc/resources/semag/drilldozer/index.html
Dr Mario,drmario,https://selenite.cc/resources/semag/drmario/placeholder.png,https://selenite.cc/resources/semag/drmario/index.html
Duck Life 7,ducklifebattle,https://selenite.cc/resources/semag/ducklifebattle/logo.png,https://selenite.cc/resources/semag/ducklifebattle/index.html
DuckTales,ducktales,https://selenite.cc/resources/semag/ducktales/placeholder.png,https://selenite.cc/resources/semag/ducktales/index.html
Duke Nukem 64,dukenukem64,https://selenite.cc/resources/semag/dukenukem64/placeholder.png,https://selenite.cc/resources/semag/dukenukem64/index.html
Duke Nukem Advance,dukenukemadvance,https://selenite.cc/resources/semag/dukenukemadvance/placeholder.png,https://selenite.cc/resources/semag/dukenukemadvance/index.html
Earthbound,earthbound,https://selenite.cc/resources/semag/earthbound/placeholder.png,https://selenite.cc/resources/semag/earthbound/index.html
Ecco the Dolphin,eccothedolphin,https://selenite.cc/resources/semag/eccothedolphin/placeholder.png,https://selenite.cc/resources/semag/eccothedolphin/index.html
Electric Box,electricbox,https://selenite.cc/resources/semag/electricbox/placeholder.png,https://selenite.cc/resources/semag/electricbox/index.html
Electric Man 2,electricman2,https://selenite.cc/resources/semag/electricman2/placeholder.png,https://selenite.cc/resources/semag/electricman2/index.html
Epic Battle Fantasy,epicbattlefantasy,https://selenite.cc/resources/semag/epicbattlefantasy/placeholder.png,https://selenite.cc/resources/semag/epicbattlefantasy/index.html
Epic Battle Fantasy 2,epicbattlefantasy2,https://selenite.cc/resources/semag/epicbattlefantasy2/placeholder.png,https://selenite.cc/resources/semag/epicbattlefantasy2/index.html
Epic Battle Fantasy 3,epicbattlefantasy3,https://selenite.cc/resources/semag/epicbattlefantasy3/placeholder.png,https://selenite.cc/resources/semag/epicbattlefantasy3/index.html
Excitebike 64,excitebike64,https://selenite.cc/resources/semag/excitebike64/placeholder.png,https://selenite.cc/resources/semag/excitebike64/index.html
Extreme Run 3D,extremerun,https://selenite.cc/resources/semag/extremerun/logo.png,https://selenite.cc/resources/semag/extremerun/index.html
Fallout,fallout,https://selenite.cc/resources/semag/fallout/placeholder.png,https://selenite.cc/resources/semag/fallout/index.html
Feed Me,feedme,https://selenite.cc/resources/semag/feedme/placeholder.png,https://selenite.cc/resources/semag/feedme/index.html
Fire Fantasy: Tactics Advance,finalfantasytacticsadvance,https://selenite.cc/resources/semag/finalfantasytacticsadvance/placeholder.png,https://selenite.cc/resources/semag/finalfantasytacticsadvance/index.html
Final Fantasy VI,finalfantasyvi,https://selenite.cc/resources/semag/finalfantasyvi/placeholder.png,https://selenite.cc/resources/semag/finalfantasyvi/index.html
